customer_id,customer_name,region,segment,signup_date
1081,Customer_1081,East,Home Office,2020-08-02
1082,Customer_1082,North,Consumer,2022-04-04
1083,Customer_1083,North,Consumer,2023-06-12
1084,Customer_1084,West,Home Office,2022-07-18
1085,Customer_1085,South,Consumer,2021-02-24
1086,Customer_1086,North,Corporate,2021-09-18
1087,Customer_1087,North,Consumer,2022-06-06
1088,Customer_1088,West,Corporate,2023-06-15
1089,Customer_1089,West,Corporate,2023-10-18
1090,Customer_1090,South,Corporate,2023-02-10
1091,Customer_1091,West,Corporate,2021-09-03
1092,Customer_1092,East,Corporate,2022-09-19
1093,Customer_1093,West,Consumer,2024-01-19
1094,Customer_1094,East,Corporate,2021-03-02
1095,Customer_1095,South,Consumer,2023-10-03
1096,Customer_1096,South,Corporate,2024-01-03
1097,Customer_1097,South,Home Office,2021-10-12
1098,Customer_1098,South,Corporate,2022-12-28
1099,Customer_1099,South,Home Office,2023-11-30
1100,Customer_1100,East,Corporate,2020-04-16
1101,Customer_1101,East,Corporate,2022-07-02
1102,Customer_1102,South,Corporate,2020-05-17
1103,Customer_1103,West,Home Office,2021-01-31
1104,Customer_1104,North,Home Office,2020-11-19
1105,Customer_1105,South,Corporate,2022-01-10
1106,Customer_1106,West,Consumer,2020-08-19
1107,Customer_1107,North,Corporate,2020-06-11
1108,Customer_1108,South,Home Office,2020-07-09
1109,Customer_1109,South,Corporate,2021-08-28
1110,Customer_1110,East,Home Office,2023-09-07
1111,Customer_1111,North,Home Office,2020-02-15
1112,Customer_1112,North,Home Office,2020-07-30
1113,Customer_1113,West,Corporate,2024-01-08
1114,Customer_1114,East,Home Office,2022-07-20
1115,Customer_1115,East,Home Office,2022-11-04
1116,Customer_1116,East,Corporate,2022-12-21
1117,Customer_1117,East,Home Office,2022-12-31
1118,Customer_1118,North,Corporate,2020-05-14
1119,Customer_1119,North,Home Office,2020-06-21
1120,Customer_1120,South,Consumer,2021-03-01
1121,Customer_1121,South,Consumer,2020-08-28
1122,Customer_1122,East,Home Office,2021-01-17
1123,Customer_1123,East,Consumer,2022-03-19
1124,Customer_1124,East,Corporate,2022-03-26
1125,Customer_1125,South,Consumer,2023-03-07
1126,Customer_1126,West,Home Office,2024-01-09
1127,Customer_1127,West,Home Office,2023-08-07
1128,Customer_1128,South,Corporate,2022-01-02
1129,Customer_1129,South,Home Office,2020-12-28
1130,Customer_1130,South,Corporate,2021-07-17
1131,Customer_1131,South,Consumer,2023-03-29
1132,Customer_1132,South,Consumer,2022-06-28
1133,Customer_1133,South,Corporate,2020-01-12
1134,Customer_1134,East,Corporate,2023-01-15
1135,Customer_1135,East,Home Office,2020-05-07
1136,Customer_1136,East,Consumer,2020-08-07
1137,Customer_1137,East,Corporate,2023-06-27
1138,Customer_1138,South,Consumer,2021-09-30
1139,Customer_1139,West,Corporate,2020-08-25
1140,Customer_1140,North,Consumer,2020-11-17
1141,Customer_1141,South,Home Office,2020-12-03
1142,Customer_1142,North,Consumer,2020-07-23
1143,Customer_1143,West,Consumer,2022-01-15
1144,Customer_1144,East,Consumer,2023-11-19
1145,Customer_1145,West,Consumer,2023-10-19
1146,Customer_1146,South,Consumer,2023-07-14
1147,Customer_1147,East,Home Office,2023-12-14
1148,Customer_1148,South,Corporate,2021-08-02
1149,Customer_1149,East,Consumer,2021-12-21
1150,Customer_1150,North,Home Office,2020-02-09
1151,Customer_1151,North,Consumer,2021-10-11
1152,Customer_1152,North,Consumer,2021-10-03
1153,Customer_1153,West,Corporate,2020-02-12
1154,Customer_1154,South,Consumer,2023-11-18
1155,Customer_1155,West,Home Office,2021-01-07
1156,Customer_1156,North,Home Office,2023-01-25
1157,Customer_1157,South,Corporate,2024-01-29
1158,Customer_1158,North,Consumer,2020-10-26
1159,Customer_1159,West,Home Office,2022-05-03
1160,Customer_1160,West,Consumer,2020-10-27
1161,Customer_1161,West,Consumer,2021-08-21
1162,Customer_1162,North,Consumer,2020-04-08
1163,Customer_1163,South,Corporate,2023-04-17
1164,Customer_1164,South,Consumer,2020-07-24
1165,Customer_1165,North,Home Office,2020-05-06
1166,Customer_1166,South,Consumer,2020-05-20
1167,Customer_1167,North,Home Office,2021-03-05
1168,Customer_1168,South,Consumer,2021-03-23
1169,Customer_1169,East,Home Office,2023-07-15
1170,Customer_1170,East,Home Office,2023-08-09
1171,Customer_1171,West,Consumer,2023-04-25
1172,Customer_1172,East,Consumer,2021-09-17
1173,Customer_1173,East,Home Office,2023-04-14
1174,Customer_1174,East,Corporate,2020-11-03
1175,Customer_1175,North,Consumer,2020-04-15
1176,Customer_1176,East,Corporate,2022-06-01
1177,Customer_1177,East,Consumer,2020-09-17
1178,Customer_1178,West,Consumer,2022-05-13
1179,Customer_1179,East,Consumer,2022-03-03
1180,Customer_1180,East,Consumer,2021-10-04
1181,Customer_1181,South,Corporate,2020-04-02
1182,Customer_1182,West,Consumer,2020-08-05
1183,Customer_1183,West,Home Office,2023-05-14
1184,Customer_1184,West,Home Office,2023-08-20
1185,Customer_1185,West,Corporate,2023-01-06
1186,Customer_1186,West,Consumer,2020-06-16
1187,Customer_1187,West,Home Office,2022-09-10
1188,Customer_1188,North,Corporate,2022-04-08
1189,Customer_1189,East,Consumer,2020-11-09
1190,Customer_1190,West,Home Office,2023-05-04
1191,Customer_1191,East,Home Office,2023-06-20
1192,Customer_1192,East,Corporate,2022-11-26
1193,Customer_1193,North,Consumer,2020-12-17
1194,Customer_1194,West,Consumer,2023-02-01
1195,Customer_1195,South,Home Office,2023-05-23
1196,Customer_1196,North,Home Office,2020-10-18
1197,Customer_1197,South,Home Office,2021-08-27
1198,Customer_1198,East,Consumer,2020-11-16
1199,Customer_1199,East,Corporate,2020-12-22
1200,Customer_1200,North,Corporate,2023-10-12
1201,Customer_1201,North,Consumer,2020-07-27
1202,Customer_1202,South,Corporate,2022-03-24
1203,Customer_1203,West,Home Office,2024-02-04
1204,Customer_1204,South,Corporate,2021-07-25
1205,Customer_1205,North,Corporate,2021-10-03
1206,Customer_1206,South,Corporate,2021-04-15
1207,Customer_1207,North,Home Office,2023-08-14
1208,Customer_1208,South,Consumer,2020-02-23
1209,Customer_1209,North,Home Office,2022-05-20
1210,Customer_1210,North,Consumer,2023-08-26
1211,Customer_1211,North,Consumer,2023-03-07
1212,Customer_1212,West,Consumer,2020-01-14
1213,Customer_1213,South,Corporate,2020-12-14
1214,Customer_1214,South,Corporate,2022-03-29
1215,Customer_1215,South,Consumer,2023-06-16
1216,Customer_1216,North,Consumer,2023-08-03
1217,Customer_1217,South,Corporate,2023-09-10
1218,Customer_1218,South,Home Office,2021-07-27
1219,Customer_1219,North,Consumer,2021-01-20
1220,Customer_1220,East,Home Office,2023-09-04
1221,Customer_1221,North,Corporate,2023-12-07
1222,Customer_1222,South,Consumer,2020-10-01
1223,Customer_1223,North,Home Office,2020-02-06
1224,Customer_1224,East,Home Office,2020-07-17
1225,Customer_1225,North,Home Office,2020-12-31
1226,Customer_1226,South,Corporate,2021-09-15
1227,Customer_1227,East,Corporate,2020-05-29
1228,Customer_1228,West,Home Office,2023-09-08
1229,Customer_1229,South,Home Office,2021-03-18
1230,Customer_1230,East,Corporate,2020-06-09
1231,Customer_1231,East,Home Office,2023-02-15
1232,Customer_1232,West,Home Office,2020-02-11
1233,Customer_1233,North,Corporate,2022-01-19
1234,Customer_1234,North,Home Office,2023-11-30
1235,Customer_1235,South,Home Office,2021-10-16
1236,Customer_1236,West,Home Office,2023-04-12
1237,Customer_1237,North,Corporate,2021-04-13
1238,Customer_1238,West,Home Office,2020-06-25
1239,Customer_1239,North,Corporate,2023-10-01
1240,Customer_1240,East,Corporate,2021-06-10
1241,Customer_1241,North,Consumer,2021-10-03
1242,Customer_1242,West,Consumer,2023-04-27
1243,Customer_1243,East,Home Office,2022-01-06
1244,Customer_1244,East,Corporate,2020-01-10
1245,Customer_1245,East,Consumer,2021-09-18
1246,Customer_1246,West,Home Office,2021-12-05
1247,Customer_1247,South,Consumer,2022-03-24
1248,Customer_1248,South,Consumer,2020-05-18
1249,Customer_1249,South,Corporate,2021-11-30
1250,Customer_1250,West,Corporate,2022-07-13
1251,Customer_1251,East,Consumer,2023-02-21
1252,Customer_1252,South,Consumer,2023-02-27
1253,Customer_1253,West,Corporate,2022-02-11
1254,Customer_1254,South,Home Office,2021-09-11
1255,Customer_1255,North,Corporate,2020-04-27
1256,Customer_1256,South,Consumer,2021-01-03
1257,Customer_1257,South,Home Office,2021-11-10
1258,Customer_1258,East,Consumer,2022-08-18
1259,Customer_1259,West,Home Office,2023-10-12
1260,Customer_1260,East,Consumer,2023-09-20
1261,Customer_1261,East,Home Office,2020-08-13
1262,Customer_1262,East,Home Office,2021-09-20
1263,Customer_1263,East,Consumer,2021-08-24
1264,Customer_1264,East,Home Office,2021-11-28
1265,Customer_1265,South,Corporate,2020-10-20
1266,Customer_1266,East,Consumer,2024-02-06
1267,Customer_1267,East,Corporate,2022-11-30
1268,Customer_1268,West,Consumer,2022-11-20
1269,Customer_1269,North,Home Office,2020-11-16
1270,Customer_1270,South,Home Office,2023-06-01
1271,Customer_1271,South,Home Office,2020-09-05
1272,Customer_1272,South,Consumer,2020-05-28
1273,Customer_1273,East,Corporate,2022-07-03
1274,Customer_1274,East,Corporate,2023-04-01
1275,Customer_1275,East,Consumer,2023-06-30
1276,Customer_1276,West,Consumer,2020-05-09
1277,Customer_1277,North,Corporate,2024-01-07
1278,Customer_1278,East,Corporate,2021-04-24
1279,Customer_1279,North,Corporate,2021-06-05
1280,Customer_1280,West,Corporate,2021-02-16
1281,Customer_1281,South,Consumer,2020-02-21
1282,Customer_1282,East,Consumer,2023-08-10
1283,Customer_1283,North,Home Office,2023-02-10
1284,Customer_1284,North,Corporate,2020-09-17
1285,Customer_1285,East,Home Office,2023-09-18
1286,Customer_1286,South,Consumer,2023-03-09
1287,Customer_1287,South,Consumer,2020-01-27
1288,Customer_1288,South,Home Office,2022-10-17
1289,Customer_1289,West,Corporate,2020-04-03
1290,Customer_1290,North,Corporate,2023-09-18
1291,Customer_1291,North,Corporate,2020-03-01
1292,Customer_1292,North,Corporate,2023-07-12
1293,Customer_1293,West,Home Office,2023-06-09
1294,Customer_1294,North,Home Office,2024-01-30
1295,Customer_1295,West,Consumer,2023-04-12
1296,Customer_1296,South,Corporate,2022-01-08
1297,Customer_1297,East,Corporate,2023-01-22
1298,Customer_1298,North,Corporate,2020-03-24
1299,Customer_1299,North,Home Office,2023-07-25
1300,Customer_1300,South,Corporate,2020-07-29
1301,Customer_1301,East,Home Office,2022-07-19
1302,Customer_1302,West,Corporate,2023-07-24
1303,Customer_1303,East,Corporate,2022-10-30
1304,Customer_1304,South,Consumer,2020-11-17
1305,Customer_1305,South,Corporate,2022-07-19
1306,Customer_1306,East,Corporate,2022-11-09
1307,Customer_1307,West,Consumer,2021-08-24
1308,Customer_1308,West,Home Office,2021-08-21
1309,Customer_1309,North,Home Office,2022-07-27
1310,Customer_1310,West,Corporate,2020-06-26
1311,Customer_1311,East,Home Office,2023-06-07
1312,Customer_1312,South,Corporate,2020-02-03
1313,Customer_1313,North,Consumer,2022-09-08
1314,Customer_1314,North,Consumer,2023-04-06
1315,Customer_1315,South,Corporate,2021-09-15
1316,Customer_1316,West,Consumer,2023-10-11
1317,Customer_1317,South,Consumer,2020-02-14
1318,Customer_1318,West,Corporate,2022-08-19
1319,Customer_1319,South,Corporate,2022-01-09
1320,Customer_1320,East,Consumer,2023-04-07
1321,Customer_1321,West,Home Office,2020-03-08
1322,Customer_1322,East,Home Office,2023-12-30
1323,Customer_1323,North,Corporate,2020-07-21
1324,Customer_1324,South,Corporate,2023-08-31
1325,Customer_1325,North,Home Office,2020-10-31
1326,Customer_1326,North,Consumer,2022-12-06
1327,Customer_1327,North,Home Office,2020-04-26
1328,Customer_1328,North,Home Office,2022-11-20
1329,Customer_1329,South,Home Office,2020-05-01
1330,Customer_1330,North,Home Office,2022-06-12
1331,Customer_1331,South,Corporate,2023-06-25
1332,Customer_1332,South,Corporate,2024-01-23
1333,Customer_1333,East,Consumer,2022-08-21
1334,Customer_1334,West,Consumer,2021-04-01
1335,Customer_1335,West,Consumer,2023-03-10
1336,Customer_1336,South,Consumer,2022-07-14
1337,Customer_1337,East,Home Office,2022-05-20
1338,Customer_1338,South,Corporate,2021-09-02
1339,Customer_1339,South,Corporate,2020-05-25
1340,Customer_1340,South,Consumer,2023-02-25
1341,Customer_1341,East,Consumer,2020-06-03
1342,Customer_1342,West,Home Office,2021-11-14
1343,Customer_1343,East,Home Office,2020-11-04
1344,Customer_1344,North,Consumer,2022-03-06
1345,Customer_1345,East,Corporate,2020-08-02
1346,Customer_1346,East,Corporate,2024-01-02
1347,Customer_1347,East,Corporate,2021-09-29
1348,Customer_1348,East,Consumer,2022-06-07
1349,Customer_1349,West,Corporate,2023-11-11
1350,Customer_1350,North,Home Office,2020-09-04
1351,Customer_1351,West,Home Office,2020-04-15
1352,Customer_1352,West,Consumer,2020-12-06
1353,Customer_1353,East,Home Office,2020-09-13
1354,Customer_1354,South,Consumer,2022-03-29
1355,Customer_1355,South,Corporate,2022-09-07
1356,Customer_1356,West,Corporate,2023-10-12
1357,Customer_1357,West,Corporate,2023-05-19
1358,Customer_1358,East,Home Office,2023-06-30
1359,Customer_1359,West,Consumer,2022-09-14
1360,Customer_1360,East,Corporate,2022-03-28
1361,Customer_1361,South,Consumer,2021-02-07
1362,Customer_1362,South,Corporate,2021-08-17
1363,Customer_1363,North,Home Office,2022-05-25
1364,Customer_1364,South,Home Office,2020-05-14
1365,Customer_1365,West,Consumer,2020-07-17
1366,Customer_1366,South,Home Office,2020-01-28
1367,Customer_1367,East,Home Office,2020-07-18
1368,Customer_1368,South,Consumer,2023-07-26
1369,Customer_1369,North,Corporate,2023-04-30
1370,Customer_1370,South,Home Office,2022-01-05
1371,Customer_1371,East,Consumer,2022-11-16
1372,Customer_1372,East,Home Office,2021-09-06
1373,Customer_1373,West,Home Office,2023-03-26
1374,Customer_1374,South,Home Office,2022-05-24
1375,Customer_1375,East,Home Office,2023-07-02
1376,Customer_1376,North,Consumer,2022-01-02
1377,Customer_1377,West,Consumer,2022-04-24
1378,Customer_1378,North,Consumer,2023-11-28
1379,Customer_1379,South,Home Office,2020-02-29
1380,Customer_1380,South,Home Office,2023-05-31
1381,Customer_1381,South,Home Office,2021-10-04
1382,Customer_1382,West,Consumer,2023-05-28
1383,Customer_1383,East,Home Office,2022-03-31
1384,Customer_1384,West,Corporate,2024-01-06
1385,Customer_1385,North,Home Office,2023-08-21
1386,Customer_1386,West,Corporate,2023-10-05
1387,Customer_1387,North,Home Office,2023-03-22
1388,Customer_1388,West,Consumer,2023-10-03
1389,Customer_1389,East,Home Office,2021-02-26
1390,Customer_1390,North,Corporate,2023-02-27
1391,Customer_1391,South,Corporate,2021-05-15
1392,Customer_1392,South,Home Office,2021-03-07
1393,Customer_1393,West,Corporate,2021-10-11
1394,Customer_1394,South,Corporate,2021-07-22
1395,Customer_1395,North,Consumer,2022-03-08
1396,Customer_1396,South,Home Office,2020-09-23
1397,Customer_1397,East,Home Office,2023-08-26
1398,Customer_1398,East,Home Office,2021-03-01
1399,Customer_1399,West,Corporate,2022-11-14
1400,Customer_1400,North,Home Office,2021-10-31
1401,Customer_1401,East,Home Office,2021-08-25
1402,Customer_1402,East,Consumer,2020-02-17
1403,Customer_1403,North,Consumer,2021-09-20
1404,Customer_1404,South,Consumer,2023-03-23
1405,Customer_1405,South,Corporate,2021-03-23
1406,Customer_1406,West,Home Office,2022-07-25
1407,Customer_1407,South,Consumer,2022-08-07
1408,Customer_1408,North,Consumer,2022-08-14
1409,Customer_1409,East,Consumer,2023-05-11
1410,Customer_1410,South,Home Office,2022-01-18
1411,Customer_1411,West,Home Office,2020-09-15
1412,Customer_1412,South,Home Office,2023-07-07
1413,Customer_1413,North,Corporate,2023-12-14
1414,Customer_1414,West,Corporate,2022-02-16
1415,Customer_1415,South,Consumer,2021-11-16
1416,Customer_1416,West,Home Office,2021-03-12
1417,Customer_1417,North,Consumer,2023-03-15
1418,Customer_1418,East,Home Office,2023-05-18
1419,Customer_1419,North,Home Office,2023-11-25
1420,Customer_1420,North,Home Office,2021-03-04
1421,Customer_1421,North,Corporate,2022-09-04
1422,Customer_1422,North,Corporate,2021-08-17
1423,Customer_1423,East,Home Office,2021-03-18
1424,Customer_1424,East,Consumer,2022-06-17
1425,Customer_1425,West,Home Office,2022-09-05
1426,Customer_1426,South,Home Office,2020-10-05
1427,Customer_1427,East,Consumer,2020-07-28
1428,Customer_1428,East,Home Office,2022-01-09
1429,Customer_1429,South,Consumer,2023-04-23
1430,Customer_1430,East,Corporate,2023-10-01
1431,Customer_1431,North,Corporate,2020-06-15
1432,Customer_1432,North,Consumer,2022-05-07
1433,Customer_1433,South,Corporate,2022-11-01
1434,Customer_1434,West,Corporate,2022-10-16
1435,Customer_1435,West,Consumer,2023-09-21
1436,Customer_1436,South,Corporate,2020-03-30
1437,Customer_1437,South,Home Office,2020-11-17
1438,Customer_1438,North,Home Office,2022-10-30
1439,Customer_1439,West,Consumer,2021-03-22
1440,Customer_1440,East,Corporate,2020-04-09
1441,Customer_1441,North,Home Office,2022-04-04
1442,Customer_1442,South,Home Office,2020-12-11
1443,Customer_1443,West,Corporate,2023-03-06
1444,Customer_1444,East,Corporate,2020-04-29
1445,Customer_1445,East,Home Office,2020-02-27
1446,Customer_1446,North,Home Office,2020-08-06
1447,Customer_1447,West,Consumer,2020-01-04
1448,Customer_1448,West,Consumer,2024-01-02
1449,Customer_1449,South,Home Office,2021-12-28
1450,Customer_1450,West,Consumer,2021-02-14
1451,Customer_1451,West,Home Office,2021-11-16
1452,Customer_1452,North,Home Office,2023-01-28
1453,Customer_1453,West,Consumer,2021-04-08
1454,Customer_1454,East,Consumer,2023-11-24
1455,Customer_1455,North,Corporate,2020-04-14
1456,Customer_1456,North,Corporate,2023-02-21
1457,Customer_1457,South,Corporate,2023-03-01
1458,Customer_1458,West,Home Office,2023-06-14
1459,Customer_1459,South,Consumer,2020-09-13
1460,Customer_1460,East,Home Office,2022-02-16
1461,Customer_1461,North,Consumer,2023-07-27
1462,Customer_1462,North,Home Office,2022-09-14
1463,Customer_1463,North,Corporate,2023-03-06
1464,Customer_1464,East,Corporate,2023-07-30
1465,Customer_1465,East,Corporate,2021-05-19
1466,Customer_1466,South,Home Office,2023-09-22
1467,Customer_1467,South,Consumer,2023-12-16
1468,Customer_1468,South,Consumer,2020-04-01
1469,Customer_1469,West,Corporate,2022-02-16
1470,Customer_1470,North,Corporate,2023-09-05
1471,Customer_1471,North,Corporate,2022-07-17
1472,Customer_1472,South,Corporate,2023-01-20
1473,Customer_1473,North,Consumer,2021-10-26
1474,Customer_1474,South,Home Office,2022-05-29
1475,Customer_1475,West,Home Office,2021-01-22
1476,Customer_1476,West,Home Office,2021-11-24
1477,Customer_1477,East,Home Office,2024-02-01
1478,Customer_1478,West,Corporate,2020-08-06
1479,Customer_1479,South,Corporate,2022-09-30
1480,Customer_1480,West,Corporate,2023-03-17
1481,Customer_1481,East,Home Office,2022-04-29
1482,Customer_1482,North,Corporate,2023-12-29
1483,Customer_1483,South,Corporate,2022-06-23
1484,Customer_1484,North,Consumer,2022-03-25
1485,Customer_1485,East,Consumer,2022-12-13
1486,Customer_1486,East,Corporate,2022-11-28
1487,Customer_1487,East,Consumer,2022-02-27
1488,Customer_1488,North,Consumer,2020-04-29
1489,Customer_1489,North,Corporate,2021-04-08
1490,Customer_1490,North,Corporate,2023-02-09
1491,Customer_1491,North,Corporate,2020-09-01
1492,Customer_1492,East,Corporate,2020-09-27
1493,Customer_1493,East,Home Office,2024-01-25
1494,Customer_1494,South,Home Office,2020-01-19
1495,Customer_1495,South,Corporate,2023-03-02
1496,Customer_1496,North,Consumer,2021-06-02
1497,Customer_1497,West,Corporate,2021-06-16
1498,Customer_1498,West,Corporate,2022-01-18
1499,Customer_1499,East,Consumer,2022-10-10
1500,Customer_1500,East,Home Office,2020-07-22
1501,Customer_1501,East,Corporate,2022-03-04
1502,Customer_1502,South,Corporate,2023-06-21
1503,Customer_1503,South,Home Office,2023-09-17
1504,Customer_1504,East,Home Office,2021-05-22
1505,Customer_1505,East,Consumer,2023-04-28
1506,Customer_1506,East,Home Office,2023-03-04
1507,Customer_1507,West,Home Office,2022-03-31
1508,Customer_1508,South,Home Office,2023-10-26
1509,Customer_1509,West,Consumer,2023-11-12
1510,Customer_1510,West,Home Office,2023-01-04
1511,Customer_1511,East,Home Office,2022-02-27
1512,Customer_1512,East,Consumer,2023-09-20
1513,Customer_1513,North,Home Office,2020-08-07
1514,Customer_1514,North,Home Office,2023-08-04
1515,Customer_1515,West,Consumer,2022-02-17
1516,Customer_1516,South,Corporate,2022-08-06
1517,Customer_1517,East,Consumer,2023-01-24
1518,Customer_1518,East,Home Office,2020-11-02
1519,Customer_1519,West,Home Office,2020-04-01
1520,Customer_1520,North,Home Office,2020-12-04
1521,Customer_1521,South,Consumer,2021-07-22
1522,Customer_1522,North,Home Office,2022-12-28
1523,Customer_1523,North,Home Office,2020-07-16
1524,Customer_1524,North,Consumer,2020-01-05
1525,Customer_1525,North,Corporate,2023-05-22
1526,Customer_1526,East,Corporate,2020-03-22
1527,Customer_1527,East,Home Office,2020-04-18
1528,Customer_1528,North,Consumer,2021-12-22
1529,Customer_1529,South,Home Office,2020-09-03
1530,Customer_1530,West,Consumer,2023-04-06
1531,Customer_1531,South,Consumer,2021-06-12
1532,Customer_1532,South,Corporate,2023-10-13
1533,Customer_1533,South,Corporate,2022-08-19
1534,Customer_1534,North,Consumer,2021-12-07
1535,Customer_1535,East,Home Office,2022-03-11
1536,Customer_1536,South,Corporate,2022-03-11
1537,Customer_1537,North,Home Office,2022-04-29
1538,Customer_1538,South,Corporate,2020-02-05
1539,Customer_1539,South,Corporate,2020-12-28
1540,Customer_1540,North,Home Office,2022-04-18
1541,Customer_1541,East,Corporate,2022-02-17
1542,Customer_1542,East,Corporate,2020-07-05
1543,Customer_1543,West,Home Office,2022-12-18
1544,Customer_1544,North,Corporate,2020-06-24
1545,Customer_1545,West,Corporate,2020-12-26
1546,Customer_1546,West,Corporate,2023-12-17
1547,Customer_1547,West,Home Office,2023-08-17
1548,Customer_1548,East,Consumer,2020-11-30
1549,Customer_1549,North,Home Office,2022-07-16
1550,Customer_1550,West,Consumer,2022-08-19
1551,Customer_1551,North,Corporate,2023-12-29
1552,Customer_1552,North,Consumer,2024-01-17
1553,Customer_1553,East,Home Office,2023-02-23
1554,Customer_1554,West,Home Office,2023-03-20
1555,Customer_1555,West,Corporate,2020-06-24
1556,Customer_1556,North,Consumer,2022-07-17
1557,Customer_1557,South,Corporate,2022-03-21
1558,Customer_1558,East,Corporate,2021-10-30
1559,Customer_1559,East,Home Office,2023-10-21
1560,Customer_1560,East,Consumer,2020-12-12
1561,Customer_1561,East,Consumer,2023-04-10
1562,Customer_1562,West,Consumer,2023-04-24
1563,Customer_1563,West,Consumer,2022-11-13
1564,Customer_1564,South,Corporate,2021-11-03
1565,Customer_1565,East,Corporate,2021-12-10
1566,Customer_1566,East,Home Office,2021-11-23
1567,Customer_1567,North,Corporate,2020-01-20
1568,Customer_1568,West,Corporate,2021-01-25
1569,Customer_1569,East,Home Office,2021-07-14
1570,Customer_1570,South,Home Office,2021-05-11
1571,Customer_1571,South,Home Office,2020-07-05
1572,Customer_1572,West,Corporate,2023-12-25
1573,Customer_1573,South,Corporate,2020-12-02
1574,Customer_1574,South,Home Office,2021-06-24
1575,Customer_1575,West,Home Office,2021-04-06
1576,Customer_1576,East,Home Office,2020-10-28
1577,Customer_1577,East,Corporate,2022-04-28
1578,Customer_1578,South,Corporate,2023-07-14
1579,Customer_1579,South,Consumer,2022-02-01
1580,Customer_1580,East,Corporate,2023-09-16
1581,Customer_1581,West,Corporate,2021-12-14
1582,Customer_1582,South,Corporate,2023-08-25
1583,Customer_1583,North,Home Office,2021-06-11
1584,Customer_1584,West,Corporate,2022-01-14
1585,Customer_1585,South,Home Office,2023-02-23
1586,Customer_1586,South,Consumer,2023-12-06
1587,Customer_1587,North,Consumer,2023-04-16
1588,Customer_1588,North,Home Office,2023-03-03
1589,Customer_1589,East,Home Office,2024-01-05
1590,Customer_1590,West,Home Office,2023-02-02
1591,Customer_1591,West,Corporate,2023-10-01
1592,Customer_1592,East,Consumer,2023-10-02
1593,Customer_1593,West,Home Office,2023-06-13
1594,Customer_1594,West,Corporate,2022-09-17
1595,Customer_1595,West,Consumer,2023-06-28
1596,Customer_1596,West,Corporate,2024-02-03
1597,Customer_1597,West,Consumer,2021-11-21
1598,Customer_1598,North,Corporate,2020-02-10
1599,Customer_1599,West,Consumer,2020-08-16
1600,Customer_1600,North,Consumer,2022-01-12
1601,Customer_1601,West,Corporate,2022-12-22
1602,Customer_1602,East,Home Office,2020-02-03
1603,Customer_1603,South,Consumer,2021-08-06
1604,Customer_1604,North,Home Office,2020-05-22
1605,Customer_1605,West,Corporate,2023-03-19
1606,Customer_1606,East,Home Office,2021-10-24
1607,Customer_1607,South,Home Office,2021-02-08
1608,Customer_1608,North,Home Office,2023-05-28
1609,Customer_1609,South,Home Office,2023-11-11
1610,Customer_1610,East,Home Office,2020-04-29
1611,Customer_1611,North,Consumer,2023-11-30
1612,Customer_1612,South,Consumer,2022-12-27
1613,Customer_1613,West,Consumer,2020-05-16
1614,Customer_1614,North,Corporate,2020-05-07
1615,Customer_1615,South,Home Office,2020-04-11
1616,Customer_1616,East,Consumer,2022-06-12
1617,Customer_1617,East,Corporate,2023-09-01
1618,Customer_1618,North,Consumer,2022-05-15
1619,Customer_1619,South,Consumer,2021-11-19
1620,Customer_1620,North,Home Office,2022-02-11
1621,Customer_1621,North,Corporate,2022-04-21
1622,Customer_1622,South,Home Office,2022-01-15
1623,Customer_1623,South,Home Office,2023-01-20
1624,Customer_1624,West,Consumer,2023-07-03
1625,Customer_1625,South,Home Office,2020-05-28
1626,Customer_1626,East,Corporate,2023-02-26
1627,Customer_1627,North,Home Office,2023-02-18
1628,Customer_1628,North,Home Office,2020-08-24
1629,Customer_1629,East,Home Office,2022-05-20
1630,Customer_1630,South,Consumer,2021-04-08
1631,Customer_1631,East,Corporate,2020-04-03
1632,Customer_1632,East,Consumer,2023-02-01
1633,Customer_1633,West,Consumer,2021-03-29
1634,Customer_1634,East,Consumer,2022-12-12
1635,Customer_1635,North,Consumer,2022-02-07
1636,Customer_1636,East,Consumer,2020-12-19
1637,Customer_1637,North,Corporate,2024-01-22
1638,Customer_1638,North,Home Office,2023-03-25
1639,Customer_1639,North,Consumer,2022-12-30
1640,Customer_1640,South,Consumer,2020-11-22
1641,Customer_1641,West,Corporate,2020-10-01
1642,Customer_1642,North,Corporate,2022-04-17
1643,Customer_1643,North,Home Office,2024-02-09
1644,Customer_1644,South,Corporate,2021-02-16
1645,Customer_1645,North,Home Office,2021-01-23
1646,Customer_1646,East,Consumer,2020-11-12
1647,Customer_1647,East,Consumer,2021-08-11
1648,Customer_1648,West,Home Office,2021-03-15
1649,Customer_1649,North,Corporate,2023-06-15
1650,Customer_1650,South,Home Office,2022-01-09
1651,Customer_1651,East,Corporate,2022-10-06
1652,Customer_1652,South,Consumer,2020-03-11
1653,Customer_1653,South,Corporate,2020-01-22
1654,Customer_1654,East,Home Office,2020-06-15
1655,Customer_1655,South,Home Office,2020-06-15
1656,Customer_1656,East,Consumer,2021-12-27
1657,Customer_1657,South,Corporate,2020-07-06
1658,Customer_1658,East,Corporate,2023-08-07
1659,Customer_1659,North,Corporate,2020-09-06
1660,Customer_1660,West,Consumer,2022-10-20
1661,Customer_1661,East,Corporate,2022-05-30
1662,Customer_1662,East,Home Office,2023-06-14
